"KIREEVSKY_1" "KIREEVSKY_2" "KIREEVSKY_3" "PESENNIKI" "RP_1810" "RP_1820" "RP_1830" "RP_1840" "ruscorpora_1" "ruscorpora_2" "ruscorpora_3" "SOBOLEVSKY_1" "SOBOLEVSKY_2" "SOBOLEVSKY_3"
"вспомянуть" 0.025 0.015 0.01 0.0244319569997557 0.0214661371686165 0 0.0177793581651702 0 0 0 0.005 0.01 0.015 0.01
"герой" 0 0 0 0 0.0107330685843083 0.00838082467314784 0 0 0.055 0.03 0.05 0 0 0
"греметь" 0.005 0.01 0.02 0.00488639139995114 0 0 0 0.00846310088016249 0.03 0.03 0.015 0.005 0.01 0.01
"гусь" 0.01 0.025 0.035 0.00977278279990227 0 0 0 0 0 0.005 0 0.02 0.01 0.03
"диво" 0.025 0 0.015 0.00488639139995114 0 0 0 0.00846310088016249 0.01 0.01 0.02 0.03 0.005 0.02
"долой" 0.005 0.015 0.01 0.00977278279990227 0.0214661371686165 0 0.00888967908258512 0.016926201760325 0 0.005 0 0.02 0.04 0.01
"дурак" 0.02 0.01 0.005 0.00977278279990227 0 0 0 0 0.03 0.005 0.02 0.015 0.015 0.015
"кровавый" 0 0.005 0 0.00488639139995114 0.0214661371686165 0.00838082467314784 0.0133345186238777 0.016926201760325 0.01 0.025 0.03 0.01 0.01 0.01
"малина" 0.015 0.005 0.025 0.0293183483997068 0 0.00838082467314784 0 0.00846310088016249 0 0 0 0.03 0.01 0.02
"мертвый" 0 0.005 0.005 0 0.0107330685843083 0.00838082467314784 0.0133345186238777 0.00846310088016249 0.045 0.05 0.01 0 0 0
"муза" 0 0 0 0 0 0 0 0 0.05 0.05 0.045 0 0 0
"наливать" 0.01 0.015 0.01 0.0146591741998534 0 0 0 0.00846310088016249 0.015 0 0.01 0.035 0.02 0.01
"огород" 0.005 0.015 0.01 0.0293183483997068 0 0 0.00444483954129256 0 0 0.01 0.005 0.025 0.025 0.015
"питер" 0.03 0.03 0.015 0.00977278279990227 0 0 0.00444483954129256 0 0 0 0.01 0.02 0.01 0.015
"понимать" 0 0.005 0.01 0 0 0 0.00888967908258512 0.03385240352065 0.025 0.025 0.035 0 0.01 0.005
"порождать" 0.04 0.035 0.025 0.0146591741998534 0 0 0 0 0 0 0 0.015 0.01 0.005
"призадумываться" 0.01 0.005 0.02 0.0146591741998534 0 0.0419041233657392 0.0266690372477554 0.00846310088016249 0 0.01 0 0.005 0.01 0.01
"прощай" 0.02 0.015 0.005 0 0 0.00838082467314784 0.0133345186238777 0.00846310088016249 0.01 0.005 0.01 0.02 0.015 0.02
"работа" 0.015 0.01 0.03 0.00488639139995114 0 0 0.00444483954129256 0.0253893026404875 0.01 0 0.005 0.015 0.01 0.025
"разбойник" 0.02 0.025 0.02 0.00488639139995114 0 0.0251424740194435 0.00888967908258512 0 0.005 0.005 0 0.01 0.02 0.01
"раздолье" 0.04 0.005 0.02 0.00977278279990227 0.0107330685843083 0 0.0177793581651702 0.016926201760325 0 0.005 0.01 0.005 0.005 0.01
"разный" 0.01 0.015 0.01 0.0195455655998045 0.0214661371686165 0 0 0 0.015 0.01 0.015 0.02 0.015 0.005
"разудалый" 0.03 0.01 0.005 0 0 0 0.00888967908258512 0.016926201760325 0 0 0 0.03 0.03 0.02
"ружье" 0.035 0.015 0.025 0.00977278279990227 0 0 0 0 0.005 0.005 0.005 0.01 0.02 0.015
"сводить" 0.005 0.005 0.005 0.00977278279990227 0 0.0167616493462957 0.0133345186238777 0.0253893026404875 0.005 0.02 0.01 0.015 0.015 0.015
"селезень" 0 0.005 0.005 0.0586366967994136 0 0 0 0 0 0 0 0.025 0.025 0.025
"сладко" 0 0.015 0 0.00977278279990227 0.0214661371686165 0.0335232986925914 0.0266690372477554 0.0423155044008125 0.01 0.02 0.005 0 0 0
"стыдно" 0.025 0.025 0.005 0.00488639139995114 0.0107330685843083 0.0167616493462957 0.00888967908258512 0.0253893026404875 0.01 0.005 0.01 0 0.01 0.01
"уставать" 0.02 0.005 0.025 0 0 0.00838082467314784 0.00888967908258512 0.016926201760325 0.015 0.01 0.02 0.005 0.01 0.01
"являться" 0 0 0 0.00488639139995114 0.0107330685843083 0.00838082467314784 0.00444483954129256 0 0.03 0.05 0.045 0 0 0
"бесталанный" 0 0 0 0.0488639139995114 0.0107330685843083 0.0419041233657392 0.0222241977064628 0.016926201760325 0.005 0 0.005 0.005 0 0.01
"взяться" 0.015 0.015 0.025 0 0 0.00838082467314784 0 0 0 0 0.01 0.015 0.035 0.02
"воздыхать" 0.015 0.01 0.005 0.0195455655998045 0.0214661371686165 0.00838082467314784 0.0133345186238777 0.00846310088016249 0 0.015 0 0.015 0.025 0
"входить" 0.005 0.005 0 0.00977278279990227 0 0 0.00888967908258512 0 0.025 0.04 0.02 0.01 0.005 0.01
"государыня" 0.01 0 0 0.0439775225995602 0 0.00838082467314784 0 0 0 0 0 0.025 0.03 0.025
"забота" 0.015 0.01 0.01 0 0.0107330685843083 0 0.00444483954129256 0.0253893026404875 0.02 0.025 0.025 0.005 0 0.005
"заботушка" 0.04 0.025 0.03 0.00488639139995114 0 0 0 0 0 0 0 0.01 0.005 0.025
"запирать" 0.025 0.02 0.005 0.0146591741998534 0.0107330685843083 0.00838082467314784 0.00888967908258512 0 0 0.005 0.015 0.01 0.01 0.015
"кустик" 0.005 0.02 0.025 0.0195455655998045 0.0107330685843083 0 0.00444483954129256 0 0 0 0 0.02 0.02 0.02
"легко" 0.005 0 0 0.00488639139995114 0.0214661371686165 0.0167616493462957 0.00444483954129256 0.0507786052809749 0.01 0.02 0.035 0.01 0 0
"молчать" 0 0 0 0 0 0.0251424740194435 0.0177793581651702 0.016926201760325 0.05 0.015 0.025 0 0.005 0
"мост" 0 0.01 0.005 0.0390911311996091 0 0 0.0177793581651702 0 0.005 0.005 0.015 0.015 0 0.025
"отдыхать" 0 0.005 0.005 0 0.0214661371686165 0 0.0311138767890479 0.03385240352065 0.015 0.015 0.02 0.005 0.005 0.005
"отходить" 0.015 0 0.015 0.0244319569997557 0 0.00838082467314784 0.00444483954129256 0.016926201760325 0.005 0.005 0.005 0.025 0.015 0.01
"память" 0.005 0 0 0 0 0.0335232986925914 0.0266690372477554 0.00846310088016249 0 0.05 0.025 0 0 0.005
"парус" 0.01 0 0.025 0.0146591741998534 0 0.00838082467314784 0.00444483954129256 0.03385240352065 0.02 0.01 0.005 0.005 0.01 0.01
"пирог" 0.01 0.015 0.01 0.00977278279990227 0 0 0 0 0.005 0 0.01 0.045 0.02 0.015
"пламенный" 0 0 0 0.00488639139995114 0 0.0167616493462957 0.00444483954129256 0.03385240352065 0.035 0.035 0.03 0 0 0
"похаживать" 0.005 0.015 0.01 0.0195455655998045 0.0321992057529248 0 0 0.00846310088016249 0 0 0 0.035 0.02 0.015
"раздаваться" 0.015 0 0.005 0.0146591741998534 0.0214661371686165 0 0.0177793581651702 0.016926201760325 0.03 0.01 0.015 0 0.01 0
"рождаться" 0.01 0.01 0.005 0.00977278279990227 0 0.00838082467314784 0.0133345186238777 0.00846310088016249 0.02 0.015 0.025 0.015 0.005 0
"рыба" 0.005 0.01 0.005 0.00977278279990227 0 0.00838082467314784 0 0 0.01 0.005 0.01 0.03 0.02 0.03
"рыдать" 0.02 0.01 0.015 0 0 0.00838082467314784 0.0177793581651702 0.00846310088016249 0 0.015 0.005 0.01 0.02 0.015
"скорбь" 0 0 0 0 0.0107330685843083 0.0251424740194435 0.00444483954129256 0.016926201760325 0.03 0.035 0.035 0 0 0.005
"словечко" 0.015 0.025 0.02 0.0195455655998045 0 0.0167616493462957 0.00444483954129256 0 0.005 0 0.005 0.01 0.01 0.015
"совет" 0.015 0.02 0.005 0.00977278279990227 0 0 0.00444483954129256 0 0.025 0.015 0.015 0 0.005 0.025
"стакан" 0.02 0.02 0.025 0.0146591741998534 0 0 0 0.00846310088016249 0 0.015 0.005 0.02 0.005 0.01
"точно" 0 0.005 0 0.00488639139995114 0 0.0419041233657392 0.00444483954129256 0.016926201760325 0.04 0.02 0.02 0.005 0 0.005
"тяжело" 0.02 0.01 0.01 0.00488639139995114 0.0107330685843083 0.0167616493462957 0.0222241977064628 0.03385240352065 0.005 0 0.005 0.01 0 0.015
"тяжко" 0 0.005 0 0.0293183483997068 0 0.00838082467314784 0.0222241977064628 0.03385240352065 0.01 0.01 0.01 0.005 0.01 0.01
"чудо" 0.01 0.015 0.01 0 0 0 0 0.00846310088016249 0.025 0.015 0.03 0.01 0.005 0.015
"яркий" 0 0 0 0 0.0214661371686165 0.00838082467314784 0.040003555871633 0.0507786052809749 0.005 0.015 0.03 0 0 0
"близ" 0 0 0 0 0.0321992057529248 0.0167616493462957 0.0177793581651702 0.016926201760325 0.025 0.03 0.02 0 0 0.005
"бросаться" 0.01 0.025 0.015 0.00488639139995114 0 0.00838082467314784 0.00888967908258512 0.0253893026404875 0.01 0.01 0 0.015 0.015 0
"веночек" 0.005 0.01 0.02 0.00977278279990227 0.0107330685843083 0.0335232986925914 0.00888967908258512 0 0 0 0 0.015 0.025 0.015
"восторг" 0 0 0 0 0 0.00838082467314784 0.00444483954129256 0 0.06 0.025 0.04 0 0 0
"выдавать" 0.01 0 0.015 0.0146591741998534 0 0.00838082467314784 0.0133345186238777 0.0253893026404875 0.005 0.005 0.01 0.015 0.005 0.02
"гнать" 0.005 0.005 0.005 0.00488639139995114 0.0214661371686165 0.0167616493462957 0.0133345186238777 0.03385240352065 0 0.015 0.03 0.01 0.005 0
"гнев" 0 0.005 0 0 0.0214661371686165 0 0.00444483954129256 0 0.055 0.025 0.015 0 0.015 0.005
"гой" 0.01 0 0.01 0.0195455655998045 0 0.0335232986925914 0.0266690372477554 0.016926201760325 0 0.015 0 0.005 0.005 0.01
"горько" 0.005 0 0.015 0 0.042932274337233 0.0251424740194435 0.040003555871633 0.0253893026404875 0 0.015 0 0 0.005 0
"даль" 0 0.005 0.005 0 0.0214661371686165 0 0.0266690372477554 0.0423155044008125 0.02 0.015 0.01 0 0.005 0.01
"дунюшка" 0.03 0.035 0.03 0 0 0.00838082467314784 0 0 0 0 0 0.01 0.01 0.015
"душенька" 0.025 0.01 0.02 0.0195455655998045 0 0.0167616493462957 0.00444483954129256 0.00846310088016249 0 0 0 0.015 0.02 0.005
"исчезать" 0 0 0 0 0.0214661371686165 0 0.00444483954129256 0.00846310088016249 0.055 0.035 0.025 0 0 0
"лук" 0.015 0.01 0.015 0.0439775225995602 0 0.00838082467314784 0.00444483954129256 0 0 0 0 0.015 0.015 0.01
"могучий" 0.005 0 0.005 0 0.0321992057529248 0.00838082467314784 0.00444483954129256 0.03385240352065 0.035 0.02 0.005 0.005 0.005 0.01
"нанимать" 0.04 0.015 0.025 0.00977278279990227 0 0 0 0 0 0 0.005 0.015 0.01 0.015
"научать" 0 0 0 0.0146591741998534 0.0321992057529248 0.0167616493462957 0.00444483954129256 0.016926201760325 0.01 0.01 0.005 0.015 0.015 0.025
"никакой" 0.005 0.015 0.01 0.0146591741998534 0.0107330685843083 0.0167616493462957 0.00888967908258512 0 0.015 0.01 0.005 0.005 0.025 0.005
"отворять" 0.005 0 0.005 0.0195455655998045 0.0321992057529248 0 0 0.00846310088016249 0.005 0.005 0.005 0.025 0.025 0.02
"подносить" 0.005 0.02 0.015 0.0244319569997557 0 0.0167616493462957 0.00888967908258512 0.016926201760325 0 0 0.005 0.01 0.01 0.015
"пожаловать" 0 0.01 0 0.0488639139995114 0.0107330685843083 0 0 0 0 0.005 0.01 0.015 0.035 0.005
"постылый" 0.02 0.015 0.01 0.00488639139995114 0.0107330685843083 0.0167616493462957 0.0222241977064628 0.00846310088016249 0 0.005 0.005 0.01 0.015 0.005
"приговаривать" 0.01 0 0.015 0.0195455655998045 0 0.00838082467314784 0.0133345186238777 0 0 0 0 0.025 0.02 0.025
"проклинать" 0.01 0.01 0.03 0.00488639139995114 0 0 0.0177793581651702 0.00846310088016249 0.005 0.01 0.005 0.02 0.01 0.005
"пышный" 0 0 0 0 0 0 0.00444483954129256 0 0.04 0.05 0.04 0 0 0
"разлюбезный" 0.035 0.035 0.035 0 0 0 0.00444483954129256 0 0 0 0 0 0.015 0.01
"сиять" 0 0 0 0.00488639139995114 0 0.0335232986925914 0.00888967908258512 0.00846310088016249 0.03 0.025 0.025 0.005 0.01 0
"скорый" 0.01 0.02 0.005 0.0146591741998534 0 0.00838082467314784 0.00444483954129256 0 0.01 0.005 0 0.03 0.01 0.02
"страстный" 0 0 0 0.00488639139995114 0.0321992057529248 0.0335232986925914 0.0222241977064628 0.016926201760325 0.005 0.005 0.045 0 0.005 0
"тьма" 0 0 0 0 0 0 0.040003555871633 0 0.045 0.02 0.025 0 0 0
"увидать" 0.03 0.02 0.03 0 0 0 0.0133345186238777 0 0 0 0.005 0.005 0.025 0.005
"угол" 0.005 0.025 0.005 0.00488639139995114 0 0 0.0355587163303405 0.0253893026404875 0.015 0.01 0.01 0 0 0.005
"утеха" 0.015 0.01 0.01 0.0195455655998045 0.042932274337233 0.00838082467314784 0.0133345186238777 0 0 0.005 0.015 0.01 0.005 0.005
"цепь" 0 0 0.005 0 0.0214661371686165 0.0167616493462957 0.00444483954129256 0.016926201760325 0.03 0.04 0.02 0.005 0 0
"шелк" 0.015 0 0.01 0.0146591741998534 0 0.0167616493462957 0 0.00846310088016249 0.005 0.005 0.01 0.03 0.015 0.015
"беленький" 0.02 0.015 0.01 0.00977278279990227 0 0 0 0.00846310088016249 0 0.005 0 0.015 0.01 0.04
"борода" 0.015 0.025 0.015 0.00488639139995114 0 0.00838082467314784 0.00444483954129256 0.03385240352065 0.01 0.015 0 0.005 0.01 0
"былой" 0 0 0 0.00488639139995114 0 0.0167616493462957 0.0266690372477554 0.0507786052809749 0.015 0.02 0.02 0 0 0
"ветерок" 0.005 0.01 0 0 0.0107330685843083 0 0.0177793581651702 0.0423155044008125 0.025 0.005 0.025 0 0 0.01
"висеть" 0 0.02 0.005 0 0 0.00838082467314784 0.0133345186238777 0 0.005 0.02 0.02 0 0.01 0.03
"волнение" 0 0.005 0.005 0 0 0 0 0 0.045 0.035 0.04 0 0 0
"выйти" 0.05 0.035 0.045 0 0 0 0 0 0 0 0 0 0 0
"доходить" 0.02 0.015 0.015 0.00488639139995114 0 0.00838082467314784 0 0 0.01 0.01 0.01 0.02 0.02 0
"иссушать" 0.015 0.01 0.01 0.0244319569997557 0.0107330685843083 0.00838082467314784 0.0177793581651702 0.0423155044008125 0 0 0 0.01 0.005 0
"клясться" 0.01 0 0 0.0244319569997557 0.0643984115058495 0.0167616493462957 0.00888967908258512 0.00846310088016249 0.015 0.02 0.005 0 0 0
"клятва" 0 0 0.005 0.0146591741998534 0.0643984115058495 0.0586657727120349 0.0133345186238777 0.00846310088016249 0.01 0 0.005 0.01 0 0
"кроватушка" 0.02 0.025 0 0.0244319569997557 0 0 0.00444483954129256 0 0 0 0 0.015 0.025 0.015
"кукушка" 0.015 0.005 0.015 0.0195455655998045 0.0107330685843083 0.00838082467314784 0.0133345186238777 0.00846310088016249 0.005 0 0 0.015 0.015 0.01
"молодка" 0.015 0.02 0.04 0.00977278279990227 0 0 0.0222241977064628 0 0 0 0 0.01 0.005 0.005
"некого" 0.01 0.005 0.01 0.0195455655998045 0.0107330685843083 0.00838082467314784 0.0177793581651702 0 0 0 0.005 0.01 0.015 0.025
"нибудь" 0 0.005 0.01 0 0.0107330685843083 0.0419041233657392 0.00888967908258512 0 0.02 0.04 0.01 0 0 0.005
"нова" 0.02 0.02 0.005 0.00977278279990227 0 0 0 0 0 0 0 0.025 0.03 0.02
"нож" 0.005 0.01 0.015 0.00977278279990227 0 0 0.0266690372477554 0.016926201760325 0.015 0.005 0.005 0.015 0.005 0.005
"перышко" 0.005 0.02 0.015 0 0 0.0335232986925914 0.00888967908258512 0 0 0 0 0.015 0.025 0.02
"погодушка" 0.01 0.025 0.01 0.00977278279990227 0.0214661371686165 0.0251424740194435 0.0133345186238777 0.00846310088016249 0 0.005 0 0.005 0.015 0.005
"привет" 0 0 0 0 0 0.0251424740194435 0.0355587163303405 0.0253893026404875 0.025 0.015 0.01 0.005 0 0.005
"пробуждаться" 0.01 0.015 0.01 0.00977278279990227 0.0107330685843083 0 0.0222241977064628 0.00846310088016249 0 0.01 0.005 0.015 0.005 0.015
"равный" 0.02 0.01 0.015 0.00488639139995114 0.0107330685843083 0 0.00888967908258512 0.016926201760325 0.015 0.015 0.02 0 0.005 0
"разбудить" 0.02 0.01 0.03 0.00488639139995114 0.0214661371686165 0 0.0311138767890479 0 0.005 0.005 0 0.005 0.005 0
"сговаривать" 0.015 0.015 0.035 0.0390911311996091 0 0 0 0 0 0 0 0.005 0.01 0.01
"стонать" 0 0 0 0.00488639139995114 0 0.00838082467314784 0.0311138767890479 0.0507786052809749 0.01 0.005 0.04 0 0 0
"схватывать" 0.01 0.015 0.02 0 0 0 0.0133345186238777 0 0.02 0.005 0.025 0.015 0 0.005
"уезжать" 0.005 0.015 0.02 0 0.0107330685843083 0.0670465973851827 0.00888967908258512 0.016926201760325 0 0 0.005 0.01 0.005 0.005
"утренний" 0.01 0.015 0.015 0.00488639139995114 0.0214661371686165 0.00838082467314784 0.00888967908258512 0 0 0.02 0.005 0.005 0.015 0.015
"хвала" 0.02 0.015 0 0.00488639139995114 0.0107330685843083 0 0 0 0.025 0.025 0.015 0.01 0.01 0
"чай" 0 0.005 0.005 0.0195455655998045 0 0 0 0 0.02 0.005 0.005 0.03 0 0.04
"шумный" 0 0 0 0 0 0.00838082467314784 0.00444483954129256 0.00846310088016249 0.045 0.02 0.05 0 0 0
"беседушка" 0.005 0.035 0.025 0.00488639139995114 0 0.00838082467314784 0.00444483954129256 0.016926201760325 0 0 0 0.02 0.01 0.005
"близкий" 0 0.005 0.01 0.00977278279990227 0 0.00838082467314784 0.00444483954129256 0.0423155044008125 0.03 0.025 0.01 0 0 0
"бушевать" 0.005 0.01 0.015 0.00488639139995114 0.0751314800901578 0.00838082467314784 0.0177793581651702 0.00846310088016249 0.01 0.005 0.01 0 0 0
"вокруг" 0.005 0 0 0.00488639139995114 0 0 0.0177793581651702 0.016926201760325 0.03 0.01 0.02 0.005 0.005 0.015
"высушивать" 0.015 0.025 0.01 0.0195455655998045 0 0 0.00444483954129256 0.00846310088016249 0 0 0 0.01 0.015 0.02
"грех" 0 0 0.005 0 0 0.00838082467314784 0.0177793581651702 0.00846310088016249 0.015 0.035 0.03 0.005 0.005 0
"гробовой" 0 0 0.01 0.00977278279990227 0 0.0167616493462957 0.0133345186238777 0.0253893026404875 0.02 0.015 0.01 0 0.01 0.01
"груша" 0.005 0.01 0.01 0.0390911311996091 0 0 0 0 0.005 0 0 0.04 0.01 0.005
"далече" 0.005 0.02 0.005 0.0146591741998534 0 0.00838082467314784 0.00444483954129256 0 0 0.005 0 0.005 0.04 0.02
"дворец" 0.03 0.02 0.02 0 0 0 0 0 0 0.025 0.01 0.005 0.01 0.005
"зажигать" 0.015 0.01 0 0 0.042932274337233 0.00838082467314784 0.00444483954129256 0.00846310088016249 0.025 0.02 0.005 0 0 0.015
"клонить" 0.005 0.02 0.02 0.00977278279990227 0.0214661371686165 0.0167616493462957 0 0.016926201760325 0.01 0.005 0.005 0.005 0.015 0
"коровушка" 0.02 0.005 0.015 0.0390911311996091 0.0214661371686165 0 0 0 0 0 0 0 0.025 0.01
"крик" 0 0 0 0 0.0107330685843083 0 0.00444483954129256 0 0.03 0.055 0.03 0 0 0
"кукушечка" 0.03 0.025 0.015 0.00977278279990227 0 0 0.0133345186238777 0 0 0 0 0.015 0.005 0.01
"кумушка" 0.015 0.005 0.02 0.0195455655998045 0 0 0 0 0 0 0 0.025 0.025 0.015
"лапушка" 0.02 0.04 0.02 0.00488639139995114 0 0 0.00888967908258512 0 0 0 0 0.01 0.015 0.005
"младость" 0 0 0 0.00488639139995114 0.042932274337233 0.0251424740194435 0.0177793581651702 0.016926201760325 0.01 0.015 0.01 0 0.015 0.005
"невежа" 0.01 0.02 0.015 0.0293183483997068 0 0 0 0 0 0 0 0.03 0.02 0
"одевать" 0.005 0.01 0.005 0.00977278279990227 0.0214661371686165 0.0167616493462957 0.0133345186238777 0 0.015 0.01 0.025 0 0.005 0.005
"палата" 0.015 0.01 0.015 0.0195455655998045 0.0107330685843083 0.0167616493462957 0 0 0 0.01 0.005 0.005 0.01 0.02
"перина" 0.015 0.01 0.035 0.0195455655998045 0 0 0 0 0 0 0 0.02 0.005 0.02
"писарь" 0.005 0.02 0.02 0.0146591741998534 0 0 0.00444483954129256 0 0 0.005 0 0.015 0.015 0.025
"подниматься" 0.005 0.005 0.01 0.00977278279990227 0 0.0167616493462957 0.00888967908258512 0.03385240352065 0.015 0.005 0.015 0.005 0.005 0.01
"подыматься" 0.01 0.03 0.015 0.00977278279990227 0 0.00838082467314784 0.00444483954129256 0 0.01 0 0 0.01 0.02 0.01
"показываться" 0.01 0.015 0.015 0.0293183483997068 0.0107330685843083 0.0167616493462957 0.00444483954129256 0 0 0.025 0.005 0 0.005 0
"прелесть" 0 0 0 0.0146591741998534 0.0107330685843083 0 0.00444483954129256 0 0.045 0.025 0.03 0 0 0
"пять" 0.005 0.02 0.015 0.00977278279990227 0 0.0167616493462957 0 0 0.025 0.015 0.015 0 0.01 0
"разливаться" 0.005 0.03 0.01 0.00977278279990227 0.0214661371686165 0.0167616493462957 0.0133345186238777 0.00846310088016249 0.01 0 0 0.005 0.005 0.01
"розовый" 0.005 0.005 0.01 0.0195455655998045 0.0107330685843083 0.0167616493462957 0.00444483954129256 0 0.01 0.005 0 0.01 0.035 0.005
"свое" 0.005 0.015 0.01 0.00488639139995114 0.0214661371686165 0.00838082467314784 0.00444483954129256 0.00846310088016249 0.005 0.035 0.01 0.005 0.01 0
"сиротинушка" 0.01 0 0.015 0.00488639139995114 0.0107330685843083 0.0251424740194435 0.0311138767890479 0.03385240352065 0 0 0 0.01 0 0.01
"сшивать" 0.025 0.02 0.02 0 0 0 0 0 0 0 0.005 0.015 0.01 0.03
"унимать" 0.015 0.005 0.025 0.00977278279990227 0 0.0167616493462957 0 0.016926201760325 0.005 0.005 0 0.005 0.02 0.015
"уносить" 0.005 0.01 0.015 0.0146591741998534 0.0321992057529248 0.0167616493462957 0.00888967908258512 0.0253893026404875 0.015 0.01 0.005 0 0 0
"урождаться" 0.025 0.045 0.01 0.00488639139995114 0 0 0 0 0 0 0.005 0.005 0.005 0.025
"успевать" 0 0.01 0.015 0.0146591741998534 0 0.0251424740194435 0.00888967908258512 0.00846310088016249 0.01 0.005 0.015 0 0.015 0.01
"чаша" 0 0 0 0.00977278279990227 0 0 0.00444483954129256 0 0.05 0.02 0.04 0 0 0
"чуждый" 0 0 0 0 0 0.00838082467314784 0.00444483954129256 0.016926201760325 0.035 0.04 0.03 0 0 0
"шапка" 0 0.01 0.01 0.00488639139995114 0 0.0167616493462957 0.0266690372477554 0.0253893026404875 0.005 0 0.015 0.02 0 0.005
"шататься" 0.015 0.025 0.025 0.00488639139995114 0 0 0 0.00846310088016249 0 0.01 0 0.015 0.01 0.015
"бездна" 0 0 0 0 0.0107330685843083 0 0.0133345186238777 0 0.045 0.02 0.035 0 0 0
"град" 0 0 0 0.00488639139995114 0.0214661371686165 0.00838082467314784 0.00444483954129256 0 0.015 0.035 0.04 0.005 0 0
"густой" 0.01 0.005 0 0.00488639139995114 0.0214661371686165 0.0167616493462957 0.00444483954129256 0 0.01 0.025 0.04 0 0 0
"денежки" 0.035 0.015 0.01 0.00488639139995114 0 0 0 0 0 0 0 0.025 0.02 0.01
