"KIREEVSKY_1" "KIREEVSKY_2" "KIREEVSKY_3" "PESENNIKI" "RP_1810" "RP_1820" "RP_1830" "RP_1840" "ruscorpora_1" "ruscorpora_2" "ruscorpora_3" "SOBOLEVSKY_1" "SOBOLEVSKY_2" "SOBOLEVSKY_3"
"рубашка" 0.02 0.025 0.045 0.0244319569997557 0 0 0 0 0 0 0 0.005 0.045 0.02
"струя" 0 0.005 0.005 0 0.0214661371686165 0.050284948038887 0.00444483954129256 0.0253893026404875 0.035 0.045 0.035 0 0 0
"ступать" 0.005 0.02 0.005 0.034204739799658 0.0214661371686165 0.00838082467314784 0.00444483954129256 0.016926201760325 0.01 0.02 0.025 0.01 0.015 0.01
"тепло" 0.035 0.01 0.01 0.0146591741998534 0.0214661371686165 0.0167616493462957 0.0355587163303405 0.0253893026404875 0.005 0.005 0.005 0.015 0.005 0.005
"тишина" 0 0 0 0 0.0107330685843083 0 0.00888967908258512 0.016926201760325 0.055 0.04 0.065 0 0 0
"тошно" 0.035 0.02 0.035 0.0244319569997557 0.0751314800901578 0.0251424740194435 0 0 0 0 0 0 0.01 0.01
"ус" 0.02 0.03 0.015 0 0 0 0.00444483954129256 0.0253893026404875 0.015 0.01 0.005 0.015 0.03 0.025
"шатер" 0.04 0.03 0.025 0 0.0107330685843083 0.0167616493462957 0 0 0.015 0.005 0 0.035 0.01 0.01
"блеск" 0 0 0 0 0.0107330685843083 0.0167616493462957 0.00888967908258512 0.00846310088016249 0.025 0.04 0.085 0 0 0
"дитя" 0.005 0.01 0.015 0.0244319569997557 0 0.00838082467314784 0.0355587163303405 0 0.02 0.005 0.01 0.02 0.015 0.01
"долинушка" 0.03 0.035 0.035 0.0146591741998534 0.0214661371686165 0.00838082467314784 0.00444483954129256 0 0 0 0 0.01 0.02 0.015
"жемчуг" 0 0.005 0.005 0.00488639139995114 0 0.0335232986925914 0.0266690372477554 0.03385240352065 0.015 0.005 0.01 0.02 0.03 0.015
"запевать" 0.01 0.01 0.015 0.00488639139995114 0 0.0167616493462957 0.0355587163303405 0.03385240352065 0.015 0.01 0.005 0.005 0.01 0.025
"златой" 0.005 0.005 0 0.00977278279990227 0.0107330685843083 0.0419041233657392 0.0311138767890479 0 0.035 0.03 0.025 0 0.005 0
"злодейка" 0.005 0.005 0.015 0.0146591741998534 0.0643984115058495 0.0586657727120349 0.0355587163303405 0.0423155044008125 0 0 0 0 0 0.01
"казна" 0.01 0.02 0.02 0.00488639139995114 0 0 0.0266690372477554 0.03385240352065 0.005 0.005 0.005 0.015 0.015 0.03
"мальчик" 0.025 0.04 0.015 0.00977278279990227 0 0 0 0 0 0.01 0.01 0.02 0.025 0.025
"ныне" 0.005 0 0.005 0.00977278279990227 0.0214661371686165 0.0335232986925914 0.00888967908258512 0 0.045 0.025 0.04 0.005 0 0.005
"погуливать" 0.04 0.04 0.045 0.00977278279990227 0 0 0 0 0 0 0 0.015 0.02 0.01
"потопать" 0.04 0.025 0.04 0.00488639139995114 0 0 0.00888967908258512 0.00846310088016249 0 0 0 0.04 0.01 0.005
"семь" 0.03 0.035 0.035 0.00977278279990227 0.0107330685843083 0 0 0.00846310088016249 0.01 0.015 0 0.01 0.015 0.01
"сушить" 0.015 0.02 0.01 0.034204739799658 0.0107330685843083 0.00838082467314784 0.00888967908258512 0 0 0 0.005 0.035 0.025 0.015
"сюда" 0.005 0.015 0.015 0.0244319569997557 0.0107330685843083 0.0167616493462957 0.00444483954129256 0 0.005 0.015 0.015 0.015 0.02 0.03
"бродить" 0.005 0.005 0.005 0.00977278279990227 0.0214661371686165 0 0.0177793581651702 0.0253893026404875 0.035 0.035 0.025 0.005 0.005 0
"вместе" 0 0.005 0 0.0195455655998045 0.085864548674466 0 0.0133345186238777 0.016926201760325 0.035 0.03 0.005 0.005 0.005 0.005
"выпивать" 0.005 0.005 0.025 0.0244319569997557 0 0 0 0.016926201760325 0.01 0 0 0.03 0.035 0.03
"гульба" 0.045 0.04 0.02 0.00977278279990227 0 0 0.00444483954129256 0 0 0 0 0.015 0.03 0.01
"дикий" 0.02 0.01 0.005 0 0.0214661371686165 0 0.00888967908258512 0 0.04 0.02 0.025 0 0.005 0.03
"ет" 0.005 0.005 0 0 0 0 0 0 0 0.005 0 0.06 0.05 0.05
"завсегда" 0.025 0.02 0.035 0.0146591741998534 0 0.0167616493462957 0.00888967908258512 0 0 0.005 0.005 0.015 0.035 0
"катиться" 0.01 0 0 0.00977278279990227 0.193195234517549 0.00838082467314784 0.00444483954129256 0.00846310088016249 0.03 0.01 0.01 0 0 0
"крест" 0 0.01 0.015 0 0 0 0.0133345186238777 0.016926201760325 0.02 0.025 0.03 0.005 0.03 0.015
"круг" 0 0 0.01 0.0146591741998534 0.0107330685843083 0.0167616493462957 0.00888967908258512 0.00846310088016249 0.03 0.01 0.03 0.02 0.02 0.01
"кругом" 0.005 0.005 0 0 0 0 0.0177793581651702 0.0253893026404875 0.055 0.03 0.04 0 0 0.005
"млада" 0 0 0 0.0390911311996091 0 0.0335232986925914 0.00888967908258512 0 0.005 0.01 0.005 0.02 0.035 0.03
"молоду" 0 0 0 0.0390911311996091 0 0 0.00444483954129256 0.016926201760325 0 0 0 0.045 0.04 0.035
"молодушка" 0.015 0.02 0.01 0.0244319569997557 0 0 0.0177793581651702 0 0 0 0 0.035 0.035 0.015
"мурава" 0.025 0.015 0.025 0.00488639139995114 0.0214661371686165 0.0167616493462957 0.00444483954129256 0.016926201760325 0 0 0.005 0.02 0.02 0.025
"невестушка" 0.02 0.04 0.05 0 0 0 0 0 0 0 0 0.02 0.02 0.025
"неволюшка" 0.03 0.005 0.045 0.00977278279990227 0.0107330685843083 0 0.0222241977064628 0.0253893026404875 0 0 0 0.01 0.015 0.015
"ночной" 0 0.005 0 0.00488639139995114 0.0107330685843083 0.00838082467314784 0.0311138767890479 0.00846310088016249 0.02 0.045 0.045 0.005 0 0
"нынче" 0.015 0.015 0.02 0.00488639139995114 0.042932274337233 0.0167616493462957 0 0.016926201760325 0.015 0.01 0.01 0.025 0.015 0.005
"пан" 0.01 0.005 0.025 0 0 0 0 0 0 0 0.005 0.055 0.04 0.035
"пускай" 0.005 0.01 0.01 0.00488639139995114 0 0.0167616493462957 0.0222241977064628 0.016926201760325 0.02 0.015 0.045 0 0.01 0.01
"светлица" 0 0.005 0.005 0.00977278279990227 0 0.0838082467314784 0.0355587163303405 0.03385240352065 0 0 0 0.005 0.025 0.015
"собака" 0.01 0.025 0.025 0.034204739799658 0 0.00838082467314784 0 0 0.02 0 0.015 0.015 0.01 0.015
"стадо" 0.02 0 0.01 0.0488639139995114 0.042932274337233 0.0167616493462957 0.00888967908258512 0.016926201760325 0.015 0.015 0.005 0 0.005 0.005
"столб" 0.02 0.015 0.015 0.0146591741998534 0 0 0.00444483954129256 0.03385240352065 0.01 0 0.015 0.04 0.01 0.01
"тесовый" 0.015 0.015 0.01 0.0390911311996091 0 0.0251424740194435 0 0 0.005 0 0 0.025 0.025 0.025
"цветик" 0.02 0.015 0.02 0.0244319569997557 0.0107330685843083 0.0167616493462957 0.0355587163303405 0.016926201760325 0 0 0 0.02 0 0.01
"бой" 0 0 0 0 0.0107330685843083 0.00838082467314784 0.0177793581651702 0.016926201760325 0.03 0.055 0.035 0.005 0.005 0
"везде" 0.01 0 0 0.0244319569997557 0.042932274337233 0 0.00444483954129256 0 0.03 0.025 0.045 0.005 0 0.005
"виноград" 0.02 0.02 0.025 0.0244319569997557 0 0 0 0 0.005 0.005 0.005 0.02 0.02 0.025
"гордый" 0 0 0 0 0 0 0 0.016926201760325 0.05 0.04 0.055 0 0.01 0.005
"горячий" 0.01 0.01 0.015 0.0195455655998045 0.0536653429215413 0 0.0177793581651702 0.0253893026404875 0.01 0.01 0.005 0.005 0.015 0.01
"деверь" 0.03 0.015 0.035 0.00488639139995114 0 0 0 0 0 0 0 0.015 0.04 0.03
"древо" 0.03 0.035 0.015 0 0.0107330685843083 0.0167616493462957 0 0 0 0.015 0.025 0.015 0.01 0.01
"единый" 0.005 0.015 0.005 0.00488639139995114 0 0 0.00444483954129256 0.00846310088016249 0.035 0.035 0.02 0.005 0.02 0.015
"звездочка" 0 0 0 0 0 0.0670465973851827 0.0800071117432661 0.0423155044008125 0 0 0.015 0 0 0
"зверь" 0.015 0 0.005 0.0146591741998534 0 0.0167616493462957 0 0.016926201760325 0.035 0.01 0.025 0.005 0.025 0.015
"изменять" 0.005 0.005 0 0.0244319569997557 0.0321992057529248 0.0586657727120349 0.0266690372477554 0.00846310088016249 0.02 0.01 0.005 0 0.01 0.005
"кафтан" 0.01 0.03 0 0.034204739799658 0 0 0.00888967908258512 0.016926201760325 0 0.005 0 0.02 0.01 0.04
"кой" 0.01 0.005 0.005 0.0146591741998534 0 0 0.00888967908258512 0 0.04 0.02 0.015 0.02 0.02 0.01
"кормить" 0.01 0.025 0.015 0.0293183483997068 0 0.0167616493462957 0.00444483954129256 0.016926201760325 0 0.01 0 0 0.035 0.02
"ловить" 0.02 0 0.02 0.0244319569997557 0.0321992057529248 0 0 0 0.03 0.01 0.01 0.01 0.01 0.02
"наставать" 0.01 0.01 0.005 0 0.0536653429215413 0.0419041233657392 0.0222241977064628 0 0.025 0.02 0.01 0 0.01 0.005
"неделя" 0.01 0.01 0.02 0.0195455655998045 0.0214661371686165 0 0 0 0.005 0.005 0.005 0.025 0.045 0.015
"пламень" 0 0.005 0 0 0.0107330685843083 0 0.0311138767890479 0 0.04 0.055 0.03 0 0 0
"пока" 0.02 0.01 0.02 0.0146591741998534 0.0107330685843083 0 0.00444483954129256 0.016926201760325 0.025 0.035 0.015 0 0.005 0.005
"рожать" 0.025 0.01 0.035 0 0 0.00838082467314784 0.00888967908258512 0.00846310088016249 0.01 0.005 0.015 0.025 0.01 0.015
"скука" 0.025 0.005 0.01 0.00977278279990227 0.0321992057529248 0.0167616493462957 0.00888967908258512 0 0.02 0.02 0 0.015 0.015 0.015
"совсем" 0.02 0 0.01 0.00488639139995114 0.0536653429215413 0 0.00888967908258512 0 0.015 0.045 0.01 0.005 0.015 0.01
"сокрушать" 0.03 0.01 0.02 0.0146591741998534 0.0107330685843083 0.00838082467314784 0.00888967908258512 0.00846310088016249 0.005 0.015 0.015 0.005 0.015 0.015
"стоить" 0.025 0.03 0.035 0.00488639139995114 0 0.00838082467314784 0.00444483954129256 0.00846310088016249 0.01 0.01 0.01 0.005 0.015 0.01
"студеный" 0.015 0.01 0.03 0.0195455655998045 0.0107330685843083 0 0.00888967908258512 0.00846310088016249 0 0.005 0 0.015 0.025 0.03
"судить" 0.02 0.025 0.025 0 0.0321992057529248 0 0.00444483954129256 0.00846310088016249 0.015 0.005 0.03 0.005 0.01 0.01
"торг" 0.01 0.015 0.025 0.0146591741998534 0 0 0 0 0 0 0 0.035 0.04 0.03
"тюрьма" 0.03 0.035 0.02 0.00977278279990227 0 0 0.00888967908258512 0.00846310088016249 0.01 0.015 0.01 0.01 0.01 0.005
"утешать" 0.01 0.015 0.02 0.0195455655998045 0 0.0335232986925914 0 0.0253893026404875 0.01 0.005 0.03 0.01 0 0.015
"четвертый" 0.03 0.03 0.025 0.00977278279990227 0.0107330685843083 0 0 0 0 0.005 0 0.02 0.015 0.03
"барыня" 0.015 0.01 0.01 0.073295870999267 0 0 0 0 0.005 0.01 0 0.025 0.005 0.01
"вина" 0.015 0.01 0.015 0.00488639139995114 0.0214661371686165 0 0.00444483954129256 0.016926201760325 0.03 0.005 0.015 0.01 0.025 0.01
"глупый" 0.015 0.02 0.025 0.00488639139995114 0 0.00838082467314784 0 0.016926201760325 0.01 0.005 0.01 0.025 0.02 0.015
"далекий" 0 0 0.005 0 0.0107330685843083 0.0335232986925914 0.0266690372477554 0.0423155044008125 0.015 0.035 0.015 0.01 0.005 0
"доска" 0.02 0.005 0.02 0.0195455655998045 0 0.00838082467314784 0.0133345186238777 0.03385240352065 0 0 0.005 0.005 0.035 0.015
"камешек" 0.01 0.015 0.02 0.00488639139995114 0 0.00838082467314784 0.0222241977064628 0.03385240352065 0 0 0 0.03 0.02 0.015
"крылышко" 0.025 0.02 0.015 0.00488639139995114 0.0107330685843083 0.0167616493462957 0.0222241977064628 0 0.005 0 0 0.015 0.01 0.03
"ласка" 0 0 0 0.00977278279990227 0.042932274337233 0.0167616493462957 0.0266690372477554 0.0507786052809749 0.025 0.015 0.025 0 0 0
"манить" 0.01 0.01 0.005 0.0146591741998534 0.0107330685843083 0 0.0444483954129256 0.00846310088016249 0.02 0.015 0.01 0.015 0.005 0
"наказывать" 0.015 0.01 0.015 0.0244319569997557 0.0321992057529248 0 0.00888967908258512 0 0 0.01 0.005 0.025 0.015 0.02
"неверный" 0 0.005 0.005 0.00977278279990227 0.0965976172587743 0.0670465973851827 0 0.0253893026404875 0.02 0.015 0.01 0 0 0
"погубить" 0.015 0 0.01 0.0244319569997557 0.0107330685843083 0.0251424740194435 0.0266690372477554 0.0423155044008125 0.005 0.01 0.005 0.01 0.005 0.005
"пол" 0.01 0.015 0.005 0.00488639139995114 0 0.00838082467314784 0.0133345186238777 0 0.02 0.01 0.01 0.035 0.02 0.015
"постелюшка" 0.04 0.01 0.025 0.0390911311996091 0 0 0 0 0 0 0 0 0.02 0.03
"свистать" 0.02 0.015 0 0.00488639139995114 0 0.0419041233657392 0.0177793581651702 0.0253893026404875 0.005 0.01 0 0.025 0.005 0.02
"сильный" 0.005 0.005 0 0.00488639139995114 0.0107330685843083 0 0.0133345186238777 0.00846310088016249 0.03 0.015 0.035 0.02 0.01 0.015
"скала" 0 0 0 0 0.0214661371686165 0 0.00444483954129256 0 0.03 0.05 0.065 0 0.005 0
"сосна" 0.025 0.035 0.035 0 0 0.0167616493462957 0.0133345186238777 0 0.015 0.01 0 0.005 0.015 0
"страдание" 0 0 0.005 0 0.0107330685843083 0.00838082467314784 0.00444483954129256 0 0.065 0.03 0.05 0 0 0
"ударять" 0.01 0.02 0.015 0.00977278279990227 0.0107330685843083 0 0.0133345186238777 0.00846310088016249 0.02 0.01 0.01 0.015 0.015 0.015
"царев" 0.02 0.01 0.025 0 0 0 0.00444483954129256 0 0.01 0.005 0 0.04 0.03 0.02
"шельма" 0.025 0.035 0.04 0 0 0 0 0 0 0 0 0.01 0.015 0.04
"шить" 0.015 0.015 0.01 0.0244319569997557 0 0.00838082467314784 0.00888967908258512 0 0 0 0.005 0.035 0.015 0.03
"барин" 0.015 0.025 0.005 0 0 0.00838082467314784 0.00444483954129256 0.0677048070412999 0.01 0 0 0.02 0.015 0.02
"башмачок" 0.02 0.015 0.01 0.0390911311996091 0 0 0 0 0 0 0.005 0.02 0.035 0.015
"второй" 0.03 0.02 0.01 0 0.0107330685843083 0.00838082467314784 0 0.00846310088016249 0 0 0.005 0.025 0.03 0.025
"живот" 0.02 0.015 0.02 0.034204739799658 0 0 0 0 0 0.01 0 0.025 0.02 0.015
"заставлять" 0.01 0.01 0.015 0.00488639139995114 0.0107330685843083 0 0.00888967908258512 0.016926201760325 0.01 0.005 0.015 0.03 0.01 0.025
"лен" 0.015 0.025 0.015 0 0 0.0335232986925914 0 0.00846310088016249 0 0 0 0.035 0.035 0.01
"либо" 0.02 0.02 0.01 0.00977278279990227 0.0107330685843083 0 0 0 0 0.005 0.005 0.035 0.025 0.025
"меч" 0 0 0 0 0 0.050284948038887 0.0133345186238777 0 0.03 0.035 0.04 0.005 0 0.005
"молиться" 0.025 0.005 0.01 0.00488639139995114 0 0.0167616493462957 0.00444483954129256 0.00846310088016249 0.02 0.01 0.025 0.01 0.01 0.02
"московский" 0.025 0.035 0.04 0.00488639139995114 0 0 0 0 0 0 0.005 0.015 0.015 0.02
"написать" 0.015 0.02 0.01 0.0146591741998534 0.0214661371686165 0 0.00444483954129256 0.00846310088016249 0.005 0.01 0.01 0.01 0.02 0.025
"напоить" 0.015 0.02 0.03 0.0244319569997557 0 0 0.0133345186238777 0.0253893026404875 0 0.005 0 0.005 0.015 0.015
"острый" 0.01 0.02 0.015 0.00488639139995114 0 0.0251424740194435 0.0311138767890479 0.016926201760325 0.005 0.025 0.015 0 0.005 0
"подумать" 0.005 0.015 0.02 0.0146591741998534 0.0107330685843083 0 0.0133345186238777 0.016926201760325 0.005 0.005 0.015 0.02 0.01 0.02
"протекать" 0.005 0.01 0.02 0.0293183483997068 0 0.0167616493462957 0 0.016926201760325 0.01 0.01 0.02 0.015 0.01 0.01
"пустыня" 0 0.005 0 0 0.0321992057529248 0 0.00444483954129256 0.00846310088016249 0.04 0.035 0.05 0 0 0.005
"рощица" 0.03 0.025 0.045 0 0.0107330685843083 0.0251424740194435 0.0133345186238777 0 0 0.005 0 0 0.02 0
"сколько" 0.015 0.015 0.02 0.0146591741998534 0 0.0167616493462957 0.00888967908258512 0.016926201760325 0.005 0.025 0.015 0.015 0 0.005
"слезный" 0 0 0 0.0195455655998045 0 0.00838082467314784 0.0311138767890479 0 0.005 0.005 0.005 0.025 0.03 0.03
"сметь" 0 0.01 0.02 0.00488639139995114 0.0214661371686165 0 0 0.00846310088016249 0.035 0.03 0.025 0.005 0.01 0.005
"туда" 0.01 0.015 0.02 0 0 0 0.00888967908258512 0.00846310088016249 0.015 0.02 0.035 0.01 0.005 0.015
"улыбка" 0 0 0 0 0 0.0335232986925914 0 0 0.06 0.03 0.05 0 0 0
"ангел" 0 0 0 0.00488639139995114 0.0214661371686165 0.00838082467314784 0.0133345186238777 0.00846310088016249 0.045 0.03 0.035 0 0.005 0
"близко" 0.01 0.02 0.005 0.0146591741998534 0.0107330685843083 0.00838082467314784 0.00444483954129256 0 0.01 0.01 0.015 0.02 0.025 0.01
"глас" 0 0 0 0 0 0.0167616493462957 0 0 0.05 0.035 0.06 0 0 0
"де" 0 0 0 0 0 0 0 0.00846310088016249 0.04 0.03 0.03 0.01 0.015 0.025
"дно" 0.01 0.01 0 0 0 0 0.00888967908258512 0.0423155044008125 0.05 0.015 0.02 0.005 0.005 0.005
"дрожать" 0 0 0.005 0 0.0107330685843083 0.0167616493462957 0.0133345186238777 0.016926201760325 0.04 0.03 0.035 0 0.005 0
"жать" 0.005 0.015 0.02 0.00488639139995114 0 0.00838082467314784 0.040003555871633 0.016926201760325 0.005 0.015 0.005 0.01 0.015 0
"закон" 0.005 0.015 0 0 0 0 0.00444483954129256 0 0.035 0.045 0.04 0.005 0 0.005
"камушек" 0.025 0.025 0.055 0.00977278279990227 0 0 0 0 0 0 0 0.02 0.015 0.005
"косить" 0.025 0.02 0.025 0.00977278279990227 0 0.00838082467314784 0.0133345186238777 0.03385240352065 0 0 0 0 0.015 0.02
"красивый" 0.005 0.01 0.015 0.00488639139995114 0.0107330685843083 0.00838082467314784 0.0266690372477554 0.0423155044008125 0 0.005 0.01 0.005 0.015 0.02
"ластушка" 0.055 0.04 0.025 0 0 0 0 0 0 0 0 0.015 0.01 0.01
"маменька" 0 0.015 0.01 0 0 0 0 0 0.005 0 0 0.045 0.035 0.045
"махать" 0.005 0 0.02 0.0390911311996091 0.0107330685843083 0 0.00888967908258512 0.00846310088016249 0.005 0 0.01 0.015 0.035 0.005
"мрак" 0 0 0 0 0 0.00838082467314784 0.00444483954129256 0 0.055 0.035 0.055 0 0 0
"полк" 0.04 0.04 0.01 0 0 0 0 0 0.005 0.005 0.005 0.01 0.025 0.015
"приводить" 0.02 0 0.01 0.0195455655998045 0 0.00838082467314784 0.00444483954129256 0.0253893026404875 0.025 0 0.005 0.02 0.015 0.015
"слыхать" 0.005 0.01 0.015 0.0195455655998045 0.0107330685843083 0.00838082467314784 0.0311138767890479 0.00846310088016249 0.005 0.015 0.01 0.005 0.01 0.01
"спасибо" 0.005 0.015 0.01 0.0146591741998534 0 0.00838082467314784 0.00888967908258512 0.03385240352065 0 0.025 0.01 0.01 0.015 0.015
"таки" 0.01 0.02 0.025 0.00977278279990227 0 0 0.00888967908258512 0.03385240352065 0 0 0.01 0.015 0.01 0.025
"хладный" 0 0 0 0 0.0107330685843083 0.0335232986925914 0.0222241977064628 0.03385240352065 0.025 0.035 0.025 0 0 0
"шуба" 0.025 0.01 0.01 0 0 0.0670465973851827 0.00444483954129256 0 0 0 0 0.02 0.01 0.035
"ягодка" 0.015 0.015 0 0.00488639139995114 0 0 0.0488932349542181 0.0253893026404875 0 0 0 0.015 0.02 0.015
"боже" 0.005 0.02 0.01 0.00977278279990227 0.0107330685843083 0 0.00444483954129256 0.00846310088016249 0.035 0.015 0.01 0.01 0 0.02
"весточка" 0.005 0.005 0 0.0244319569997557 0.0751314800901578 0.050284948038887 0.0311138767890479 0 0 0 0 0 0.015 0
"водить" 0.01 0.025 0.02 0.0195455655998045 0 0 0.0133345186238777 0.00846310088016249 0.015 0.01 0.005 0.01 0.01 0.005
"воздух" 0.005 0.01 0 0.00488639139995114 0.0214661371686165 0.0167616493462957 0.0133345186238777 0 0.03 0.02 0.04 0 0.005 0
"выть" 0 0 0 0 0.0536653429215413 0.0335232986925914 0.0355587163303405 0.03385240352065 0.015 0.015 0.01 0.005 0 0
"господин" 0.005 0.015 0.02 0.0195455655998045 0.0107330685843083 0 0 0.00846310088016249 0.005 0.02 0 0.02 0 0.035
"государев" 0.01 0.02 0.025 0.0195455655998045 0 0 0.00444483954129256 0 0 0 0 0.015 0.035 0.02
"грамотка" 0.025 0.005 0.005 0.0293183483997068 0.085864548674466 0.00838082467314784 0.0133345186238777 0 0 0 0 0.01 0.005 0.01
"громко" 0.01 0.025 0.03 0.0146591741998534 0 0.00838082467314784 0.00444483954129256 0 0 0.01 0.01 0.01 0.01 0.02
"дерево" 0.01 0.01 0 0.00488639139995114 0.0214661371686165 0.0167616493462957 0.0177793581651702 0 0.035 0.02 0.02 0 0.005 0.005
"заветный" 0 0 0 0 0 0.0419041233657392 0.0666725931193884 0.0253893026404875 0.01 0.02 0.005 0 0 0
"звонкий" 0.01 0 0.01 0.00488639139995114 0 0 0.0355587163303405 0.0507786052809749 0.02 0.01 0.015 0 0.005 0.005
"знакомый" 0 0.005 0 0 0.0214661371686165 0.00838082467314784 0.0266690372477554 0.016926201760325 0.03 0.03 0.02 0 0.01 0
"кума" 0.015 0.03 0.015 0.0146591741998534 0 0 0 0 0 0 0 0.01 0.04 0.025
"лошадь" 0.02 0.01 0.01 0.00977278279990227 0 0.00838082467314784 0.00444483954129256 0 0.015 0.015 0.01 0.005 0.03 0.015
"машенька" 0.045 0.03 0.01 0 0 0.0251424740194435 0 0 0 0 0 0.02 0.015 0.015
"мужик" 0.02 0.01 0.01 0.0293183483997068 0 0 0.00444483954129256 0.00846310088016249 0 0 0.005 0.015 0.03 0.02
"навек" 0.005 0 0 0 0.0751314800901578 0.0419041233657392 0.0133345186238777 0 0.01 0.025 0.035 0 0 0
"нега" 0.01 0.01 0 0.0146591741998534 0 0.00838082467314784 0.00444483954129256 0.016926201760325 0.025 0.025 0.035 0 0.005 0.005
"нужда" 0.005 0.015 0.005 0.00977278279990227 0.0214661371686165 0.00838082467314784 0.0177793581651702 0.016926201760325 0.015 0.01 0.025 0.005 0.005 0.01
"образ" 0 0 0 0 0.0321992057529248 0.0167616493462957 0.00888967908258512 0 0.035 0.035 0.045 0 0 0
"охота" 0.015 0.025 0.015 0.0195455655998045 0.0107330685843083 0 0.0222241977064628 0.00846310088016249 0.005 0.005 0.005 0.005 0.01 0.01
"погибать" 0.005 0.005 0.005 0 0.0107330685843083 0.0335232986925914 0.0311138767890479 0 0.035 0.025 0.015 0 0 0
"поднебесье" 0.01 0 0.015 0.00488639139995114 0.0536653429215413 0.0419041233657392 0.0266690372477554 0.0253893026404875 0 0 0 0.015 0.005 0.005
"позволять" 0.01 0.015 0.005 0.0146591741998534 0 0.0251424740194435 0 0 0.02 0.015 0.005 0 0.03 0.02
"поливать" 0.02 0.01 0.025 0.00488639139995114 0 0 0.0133345186238777 0.00846310088016249 0.005 0 0 0.005 0.03 0.03
"помогать" 0.01 0 0.005 0.0146591741998534 0.0107330685843083 0.00838082467314784 0.00444483954129256 0.0253893026404875 0.005 0.01 0.01 0.015 0.03 0.02
"поп" 0.015 0.015 0.02 0.0195455655998045 0 0.00838082467314784 0.00888967908258512 0.00846310088016249 0.005 0.015 0 0.02 0.01 0.01
"попадать" 0.01 0.02 0.02 0.0146591741998534 0 0 0.00888967908258512 0 0.01 0.005 0.025 0.005 0.015 0.015
"поцеловать" 0.005 0.01 0.015 0.00977278279990227 0 0.0167616493462957 0.00444483954129256 0.03385240352065 0 0.005 0 0.02 0.02 0.03
"предо" 0.005 0 0.005 0 0.0107330685843083 0 0.0133345186238777 0.016926201760325 0.025 0.04 0.035 0.005 0 0.005
"прелестный" 0 0 0 0.0244319569997557 0.0107330685843083 0.0251424740194435 0.00444483954129256 0 0.03 0.035 0.035 0 0 0
"пройти" 0 0.005 0.005 0.0195455655998045 0.0214661371686165 0.00838082467314784 0.0222241977064628 0.0253893026404875 0.02 0.01 0.025 0 0.005 0.005
"промолвить" 0.005 0.005 0.01 0.034204739799658 0.042932274337233 0.0335232986925914 0.0266690372477554 0 0.005 0.005 0 0.01 0.005 0
"прясть" 0.005 0.025 0.01 0.0244319569997557 0 0.0251424740194435 0.00444483954129256 0 0.005 0 0 0.01 0.025 0.025
"разговор" 0 0 0.01 0.00977278279990227 0.0107330685843083 0.0167616493462957 0.00444483954129256 0 0.02 0.04 0.03 0 0.015 0.005
"рукав" 0.015 0.025 0.02 0.0195455655998045 0.0107330685843083 0.00838082467314784 0 0 0.005 0 0 0.015 0.025 0.015
"свекровь" 0.01 0.02 0.025 0.00488639139995114 0 0 0.0177793581651702 0 0 0 0 0.015 0.015 0.04
"сделаться" 0.015 0.02 0.015 0.00488639139995114 0 0.0335232986925914 0.00444483954129256 0 0.025 0 0.02 0.015 0 0.01
"сие" 0.005 0.005 0.005 0.00977278279990227 0.0321992057529248 0 0.00444483954129256 0 0.01 0.035 0.03 0.01 0.015 0.005
"скрываться" 0 0.005 0.015 0.00977278279990227 0.0321992057529248 0 0.0311138767890479 0.0253893026404875 0.025 0.005 0.015 0 0.01 0
"смеяться" 0.01 0.015 0.02 0.00488639139995114 0.0107330685843083 0.00838082467314784 0.0177793581651702 0.00846310088016249 0.01 0.03 0.015 0 0.005 0.005
"темница" 0.02 0.02 0.015 0.00977278279990227 0.0107330685843083 0.00838082467314784 0.00888967908258512 0 0.01 0.02 0 0.005 0.005 0.025
"улыбаться" 0 0 0.005 0 0.0107330685843083 0.0251424740194435 0.0266690372477554 0.016926201760325 0.025 0.025 0.03 0 0 0.005
"храм" 0 0 0 0.00488639139995114 0.0107330685843083 0.0167616493462957 0.0133345186238777 0.00846310088016249 0.025 0.05 0.03 0 0.005 0
"чернобровый" 0.035 0.025 0.01 0.0146591741998534 0.0107330685843083 0 0.00444483954129256 0.00846310088016249 0 0 0.005 0.005 0.015 0.025
"ахти" 0 0.005 0 0.0146591741998534 0.0214661371686165 0.0251424740194435 0.0755622722019735 0 0 0 0 0.01 0 0.005
"бабушка" 0.02 0.01 0.005 0.0537503053994625 0 0 0.00888967908258512 0 0.005 0 0 0.025 0.005 0.01
"бурный" 0 0 0 0 0.0214661371686165 0.0335232986925914 0.0311138767890479 0.0253893026404875 0.015 0.02 0.03 0 0 0
"веять" 0 0 0.01 0.0195455655998045 0 0.0419041233657392 0.0177793581651702 0.016926201760325 0.015 0.02 0.005 0.015 0.005 0
"возвращаться" 0 0 0 0 0.0751314800901578 0.0921890714046262 0.0133345186238777 0.00846310088016249 0.005 0.01 0.015 0 0.005 0
"возле" 0.005 0.02 0.02 0.034204739799658 0 0.00838082467314784 0.00444483954129256 0 0 0.005 0 0.03 0.015 0.005
"воспевать" 0.005 0.01 0.005 0.0537503053994625 0 0 0 0 0.015 0.015 0 0.01 0.02 0.01
