id;Name;Title;Publication;Year;period;G_title;Comment;pub_year;pub_type;Meter;Regularity;Rhyme;Type;Meter2;Syllab;Clausula;Fin;melody;melody_src
172;Кольцов;Высоко стоит;Кольцов-1846/ Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С. 112-114;1836;1830;Молодая жница;;1846;collection;Пс;reg;unrhymed;core;Пс;1;;Пс;no;
173;Кольцов;Весною степь зеленая;Лит. прибавл. к Рус. Инвалиду. 1838. № 22. С. 000/ Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С. 133-134;1837;1830;Пора любви;;1838;periodical;Я3д;reg;unrhymed;periph;Я;3;д;3;no;
174;Кольцов;Что дремучий лес;СО. 1838. № 3. С. 17/ Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С.135-137;1837;1830;Лес;;1838;periodical;Пс;reg;unrhymed;periph;Пс;1;;Пс;no;
175;Кольцов;В золотое время;Утренняя заря. Альманах на 1839 год. Спб., 1839. С. 195-197/ Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С.139-140);1837;1830;Вторая песня Лихача Кудрявича;;1839;periodical;Х3ж;reg;occ;periph;Х;3;ж;3;no;
176;Кольцов;С радости-веселья;Утренняя заря. Альманах на 1839 год. Спб., 1839. С. 197-199/ Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С. 137-138;1837;1830;Первая песня Лихача Кудрявича;;1839;periodical;Х3ж;unreg;rhymed;periph;Х;3;ж;3;no;
177;Кольцов;Сяду я за стол;Московский наблюдатель. 1838. № 4. Кн. 2. С. 565/ Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С. 124-125;1837;1830;Русская песня;;1838;periodical;Пс;reg;unrhymed;core;Пс;1;;Пс;no;
178;Кольцов;Так ты моя красавица;Лит. прибавл. к Рус. Инвалиду. 1838. № 25. С. 486/ Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С. 127-129;1837;1830;Два прощания;;1838;periodical;Я3д;reg;unrhymed;core;Я;3;д;3;no;
179;Кольцов;Не страшна мне добру молодцу;ОЗ. 1840. № 8. С. 147/ Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С. 151-152;1838;1830;Песня разбойника;;1840;periodical;Х4д;unreg;unrhymed;core;Х;4;д;4;no;
180;Кольцов;Жарко в небе солнце летнее;МН. 1838. № 3. Кн. 2. С. 204/ Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С. 141-142;1838;1830;Песня;;1838;periodical;Х4д;reg;unrhymed;core;Х;4;д;4;no;
181;Кольцов;Ах зачем меня;МН. 1838. № 5. Кн. 2. С. 000/ Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С. 143-144;1838;1830;Песня;;1838;periodical;Пс;reg;unrhymed;core;Пс;1;;Пс;no;
182;Кольцов;Обойми, поцелуй;ОЗ. 1839. № 3. С. 275/ Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С. 144-145;1838;1830;Последний поцелуй;;1839;periodical;Ан2м;reg;occ;periph;Ан;2;м;2;no;
183;Кольцов;Ах ты горе горе;Русская Старина. 1916. № 1. С. 86/ Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С. 157-158;1839;1830;Горе;;1916;periodical;Пс;unreg;unrhymed;core;Пс;1;;Пс;no;
184;Кольцов;Загрустила запечалилась;ОЗ. 1841. № 2. С. 272/ Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С.159-160;1839;1830;Тоска по воле;;1841;periodical;Х4д;reg;unrhymed;core;Х;4;д;4;no;
185;Кольцов;Что ты спишь мужичок;ОЗ. 1841. № 1. С. 155/ Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С.165-167;1839;1830;;;1841;periodical;Ан2м;reg;occ;periph;Ан;2;м;2;no;
186;Кольцов;Говорил мне друг прощаючись;ОЗ. 1840. № 4. С. 212/ Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С. 167-168;1839;1830;Русская песня;;1840;periodical;Х4д;reg;unrhymed;core;Х;4;д;4;no;
187;Кольцов;Греет солнышко;ОЗ. 1840. № 6. С. 133/ Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С.172-173;1840;1830;Русская песня;;1840;periodical;Х4д;reg;unrhymed;core;Х;4;д;4;no;
188;Кольцов;Не скажу никому;Утренняя заря. Альманах на 1841 год. Спб., 1841. С. 9-10/ Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С. 173;1840;1830;Русская песня;;1841;periodical;Ан2м;reg;unrhymed;core;Ан;2;м;2;no;
189;Кольцов;На заре туманной юности;ОЗ. 1840. № 12. С. 224/ Кольцов, А.В. Полное собрание стихотворений. Л., 1958.  С. 176;1840;1830;Разлука;;1840;periodical;Х4д;reg;unrhymed;core;Х;4;д;4;no;
190;Кольцов;Не на радость не на счастие;ОЗ. 1841. № 6. с. 133/ Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С. 176-177;1840;1830;Русская песня;;1841;periodical;Х4д;reg;unrhymed;core;Х;4;д;4;no;
191;Кольцов;До чего ты моя молодость;ОЗ. 1840. № 10. С. 313/ Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С.177-178;1840;1830;Перепутье;;1840;periodical;Х4д;reg;unrhymed;core;Х;4;д;4;no;
192;Кольцов;Дуют ветры;ОЗ. 1840. № 11. С. 47/ Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С. 178-179;1840;1830;Русская песня;;1840;periodical;Х2жд;reg;unrhymed;core;Х;2;жд;4;no;
193;Кольцов;Затрубили трубы бранные;Утренняя заря. Спб., 1842. С. 63/ Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С.179-180;1840;1830;Военная песня;посв. Вяземскому;1842;periodical;Х4д;unreg;unrhymed;periph;Х;4;д;4;no;
194;Кольцов;Как женился я раскаялся;Кольцов-1846. Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С.180-181;1840;1830;Всякому свой талан;;1846;collection;Х4д;reg;unrhymed;core;Х;4;д;4;no;
195;Кольцов;Где вы дни мои;ОЗ. 1841. № 4. С. 259/ Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С. 181-182;1840;1830;Русская песня;;1841;periodical;Пс;reg;unrhymed;core;Пс;1;;Пс;no;
196;Кольцов;Ты прости прощай;Кольцов-1846. Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С. 191;1841;1830;Песня;;1846;collection;Пс;reg;unrhymed;core;Пс;1;;Пс;no;
197;Кольцов;Не весна тогда;ОЗ. 1842. № 1. С. 124/ Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С. 191-192;1841;1830;Русская песня;;1842;periodical;Пс;reg;unrhymed;core;Пс;1;;Пс;no;
198;Кольцов;Расступитесь леса темные;ОЗ. 1843. № 1. С. 71/ Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С. 192-193;1841;1830;Русская песня;;1843;periodical;Х4д;unreg;unrhymed;core;Х;4;д;4;no;
199;Кольцов;Как здоров да молод;ОЗ. 1843. № 1. С. 69/ Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С. 193-194;1841;1830;Сельская песня;;1843;periodical;Х3ж;reg;unrhymed;core;Х;3;ж;3;no;
200;Кольцов;Из лесов дремучих северных;Кольцов-1846. Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С.195;1841;1830;Русская песня;;1846;collection;Х4д;reg;unrhymed;core;Х;4;д;4;no;
201;Кольцов;Ночка темная;Русская старина. 1916. № 1. С. 86/ Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С. 201-202;1842;1830;;;1916;periodical;Пс;reg;unrhymed;core;Пс;1;;Пс;no;
202;Кольцов;Так и рвется душа;ОЗ. 1840. № 12. С. 266/ Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С. 175;1840;1830;Русская песня;;1840;periodical;Ан2м;reg;rhymed;core;Ан;2;м;2;no;
203;Кольцов;Много есть у меня;ОЗ. 1841. № 3. С. 45/ Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С. 183;1840;1830;Русская песня;;1841;periodical;Ан2м;reg;rhymed;core;Ан;2;м;2;no;
204;Кольцов;Я любила его;ОЗ. 1843. № 2. С. 300/ Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С. 197-198;1841;1840;Русская песня;;1843;periodical;Ан2м;reg;rhymed;core;Ан;2;м;2;no;
205;Кольцов;Что он ходит за мной;Кольцов-1846. Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С. 199-200;1842;1840;Песня;;1846;collection;Ан2м;reg;rhymed;periph;Ан;2;м;2;no;
206;Кольцов;Нынче ночью к себе;Кольцов-1846. Кольцов, А.В. Полное собрание стихотворений. Л., 1958. С. 200-201;1842;1840;Песня;;1846;collection;Ан2м;reg;rhymed;core;Ан;2;м;2;no;
207;Комиссаров, Д.;Ах! Рано затмилося;Северные семена на 1831 год. М., 1831. С. 25-27;1831;1830;Несчастливец;;1831;periodical;Аф2д;unreg (перебои);unrhymed;core;Аф;2;д;2;no;
208;Комиссаров, Д.;Разговор я слышал девичий;Северные семена на 1831 год. М., 1831. С. 49-50;1831;1830;Грусть поселянки;;1831;periodical;Х4д;unreg (перебои);unrhymed;core;Х;4;д;4;no;
209;Комиссаров, Д.;Ах не долго мне утешаться;Северные семена на 1831 год. М., 1831. С. 95-96;1831;1830;Прощание с отчизной;;1831;periodical;Пс;unreg (перебои);unrhymed;core;Пс;1;;Пс;no;
210;Кони, Ф.А.;Не жемчуг дорогой на цветочке блестит;Рупини. отд. издание 1831/ Сборник на 1838 год. СПб., 1838. С. 258/ Поэты 1840-1850-х годов. Л., 1972. C.299. ;1831;1830;;;1838;periodical;Ан41мж;reg;rhymed;core;Ан;41;мж;рз;no;
211;Кони, Ф.А.;Рано цветик рано ты;Отд. Издание с нотами Рупина. Спб,, 1833. (Водевиль деловой человек, или дело в шляпе) (1840)/ Поэты 1840-1850-х годов. Л., 1972. C. 304.;1833;1830;;;1840;collection;Х43мж;reg;rhymed;core;Х;4 + 3;мж;рз;no;
212;Коптев, А.А.;Друг мой милой красно солнышко мое;Московский курьер. 1806. Ч. 4. № 43. С.267-269/ Стихотворения А. Коптева. СПб., 1834. С. 58-60 ;1806;1800;Сельская элегия;;1806;periodical;Х6м;reg;unrhymed;core;Х;6;м;6;no;
213;Красов, В.И.;Уж я с вечера сидела;ОЗ. 1840. Т. 10. № 6. Отд. 3. С. 290/ Поэты кружка Станкевича. М.-Л. 1936. С. 246;1840;1830;Песня;;1840;periodical;Х42жд;unreg(гипердактилич клаузула);rhymed;core;Х;4 + 2;жд;рз;no;
214;Красов, В.И.;Ах ты мать моя змея мачеха;ОЗ. 1841. Т. 18. № 9. с. 58-59. Поэты кружка Станкевича. М.-Л. 1936. С. 249-250;1840;1830;Русская песня;;1841;periodical;Пс2;reg;unrhymed;core;Пс;2;;Пс;no;
215;Красов, В.И.;Уж как в ту ли ночь;Москвитянин. 1841. № 9. С. 11-12/ Поэты кружка Станкевича. М.-Л. 1936. С. 256-257;1841;1840;Песня;;1841;periodical;Пс;reg;unrhymed;core;Пс;1;;Пс;no;
216;Красов, В.И.;Со кручинушки шатаясь;ОЗ. 1841. Т. 19. № 12. С. 72/ Поэты кружка Станкевича. М.-Л. 1936. С. 262;1841;1840;Старинная песня;;1841;periodical;Х4жм;reg;rhymed;core;Х;4;жм;4;no;
217;Креницын, А.Н.;Милый друг! Нежный друг!;Невский альманах на 1830 г. СПб., 1830. С. 482-483;1830;1820;Русская песня;;1830;periodical;Ан2м;reg;rhymed;core;Ан;2;м;2;no;
218;Кропоткин, Д. Князь;На сторонушку родную;БдЧ. 1837. Т. 23. С. 147-148;1837;1830;Сокол;;1837;periodical;Х4жм;reg;rhymed;core;Х;4;жм;4;no;
219;Кугушев, Н.М.;Не скорби, о сердце нежное;ВЕ. 1823. № 3-4. С. 263-265;1823;1820;Сельские песни;;1823;periodical;Х4д;reg;unrhymed;periph;Х;4;д;4;no;
220;Кугушев, Н.М.;Нет, мои подружки резвые;ВЕ. 1823. № 3-4. С. 268-269;1823;1820;Сельские песни;;1823;periodical;Х4д;reg;unrhymed;core;Х;4;д;4;no;
